year,age,area,gender,event,value
2015,22,Всего по республике,female,arrive,855
2015,22,Всего по республике,male,arrive,478
2015,23,Всего по республике,both,arrive,1206
2015,23,Всего по республике,female,arrive,763
2015,23,Всего по республике,male,arrive,443
2015,24,Всего по республике,both,arrive,1200
2015,24,Всего по республике,female,arrive,762
2015,24,Всего по республике,male,arrive,438
2015,25,Всего по республике,both,arrive,1259
2015,25,Всего по республике,female,arrive,758
2015,25,Всего по республике,male,arrive,501
2015,26,Всего по республике,both,arrive,1348
2015,26,Всего по республике,female,arrive,825
2015,26,Всего по республике,male,arrive,523
2015,27,Всего по республике,both,arrive,1421
2015,27,Всего по республике,female,arrive,854
2015,27,Всего по республике,male,arrive,567
2015,28,Всего по республике,both,arrive,1317
2015,28,Всего по республике,female,arrive,766
2015,28,Всего по республике,male,arrive,551
2015,29,Всего по республике,both,arrive,1260
2015,29,Всего по республике,female,arrive,665
2015,29,Всего по республике,male,arrive,595
2015,30,Всего по республике,both,arrive,1138
2015,30,Всего по республике,female,arrive,617
2015,30,Всего по республике,male,arrive,521
2015,31,Всего по республике,both,arrive,1016
2015,31,Всего по республике,female,arrive,575
2015,31,Всего по республике,male,arrive,441
2015,32,Всего по республике,both,arrive,1025
2015,32,Всего по республике,female,arrive,544
2015,32,Всего по республике,male,arrive,481
2015,33,Всего по республике,both,arrive,835
2015,33,Всего по республике,female,arrive,448
2015,33,Всего по республике,male,arrive,387
2015,34,Всего по республике,both,arrive,777
2015,34,Всего по республике,female,arrive,414
2015,34,Всего по республике,male,arrive,363
2015,35,Всего по республике,both,arrive,687
2015,35,Всего по республике,female,arrive,353
2015,35,Всего по республике,male,arrive,334
2015,36,Всего по республике,both,arrive,692
2015,36,Всего по республике,female,arrive,376
2015,36,Всего по республике,male,arrive,316
2015,37,Всего по республике,both,arrive,592
2015,37,Всего по республике,female,arrive,314
2015,37,Всего по республике,male,arrive,278
2015,38,Всего по республике,both,arrive,554
2015,38,Всего по республике,female,arrive,251
2015,38,Всего по республике,male,arrive,303
2015,39,Всего по республике,both,arrive,497
2015,39,Всего по республике,female,arrive,236
2015,39,Всего по республике,male,arrive,261
2015,40,Всего по республике,both,arrive,482
2015,40,Всего по республике,female,arrive,240
2015,40,Всего по республике,male,arrive,242
2015,41,Всего по республике,both,arrive,441
2015,41,Всего по республике,female,arrive,223
2015,41,Всего по республике,male,arrive,218
2015,42,Всего по республике,both,arrive,378
2015,42,Всего по республике,female,arrive,168
2015,42,Всего по республике,male,arrive,210
2015,43,Всего по республике,both,arrive,311
2015,43,Всего по республике,female,arrive,124
2015,43,Всего по республике,male,arrive,187
2015,44,Всего по республике,both,arrive,350
2015,44,Всего по республике,female,arrive,155
2015,44,Всего по республике,male,arrive,195
2015,45,Всего по республике,both,arrive,337
2015,45,Всего по республике,female,arrive,154
2015,45,Всего по республике,male,arrive,183
2015,46,Всего по республике,both,arrive,276
2015,46,Всего по республике,female,arrive,116
2015,46,Всего по республике,male,arrive,160
2015,47,Всего по республике,both,arrive,299
2015,47,Всего по республике,female,arrive,140
2015,47,Всего по республике,male,arrive,159
2015,48,Всего по республике,both,arrive,280
2015,48,Всего по республике,female,arrive,127
2015,48,Всего по республике,male,arrive,153
2015,49,Всего по республике,both,arrive,259
2015,49,Всего по республике,female,arrive,121
2015,49,Всего по республике,male,arrive,138
2015,50,Всего по республике,both,arrive,248
2015,50,Всего по республике,female,arrive,126
2015,50,Всего по республике,male,arrive,122
2015,51,Всего по республике,both,arrive,292
2015,51,Всего по республике,female,arrive,137
2015,51,Всего по республике,male,arrive,155
2015,52,Всего по республике,both,arrive,257
2015,52,Всего по республике,female,arrive,124
2015,52,Всего по республике,male,arrive,133
2015,53,Всего по республике,both,arrive,286
2015,53,Всего по республике,female,arrive,150
2015,53,Всего по республике,male,arrive,136
2015,54,Всего по республике,both,arrive,314
2015,54,Всего по республике,female,arrive,176
2015,54,Всего по республике,male,arrive,138
2015,55,Всего по республике,both,arrive,365
2015,55,Всего по республике,female,arrive,193
2015,55,Всего по республике,male,arrive,172
2015,56,Всего по республике,both,arrive,359
2015,56,Всего по республике,female,arrive,210
2015,56,Всего по республике,male,arrive,149
2015,57,Всего по республике,both,arrive,293
2015,57,Всего по республике,female,arrive,154
2015,57,Всего по республике,male,arrive,139
2015,58,Всего по республике,both,arrive,279
2015,58,Всего по республике,female,arrive,151
2015,58,Всего по республике,male,arrive,128
2015,59,Всего по республике,both,arrive,276
2015,59,Всего по республике,female,arrive,142
2015,59,Всего по республике,male,arrive,134
2015,60,Всего по республике,both,arrive,284
2015,60,Всего по республике,female,arrive,164
2015,60,Всего по республике,male,arrive,120
2015,61,Всего по республике,both,arrive,225
2015,61,Всего по республике,female,arrive,127
2015,61,Всего по республике,male,arrive,98
2015,62,Всего по республике,both,arrive,193
2015,62,Всего по республике,female,arrive,114
2015,62,Всего по республике,male,arrive,79
2015,63,Всего по республике,both,arrive,221
2015,63,Всего по республике,female,arrive,117
2015,63,Всего по республике,male,arrive,104
2015,64,Всего по республике,both,arrive,235
2015,64,Всего по республике,female,arrive,132
2015,64,Всего по республике,male,arrive,103
2015,65,Всего по республике,both,arrive,189
2015,65,Всего по республике,female,arrive,104
2015,65,Всего по республике,male,arrive,85
2015,66,Всего по республике,both,arrive,169
2015,66,Всего по республике,female,arrive,97
2015,66,Всего по республике,male,arrive,72
2015,67,Всего по республике,both,arrive,131
2015,67,Всего по республике,female,arrive,73
2015,67,Всего по республике,male,arrive,58
2015,68,Всего по республике,both,arrive,134
2015,68,Всего по республике,female,arrive,77
2015,68,Всего по республике,male,arrive,57
2015,69,Всего по республике,both,arrive,81
2015,69,Всего по республике,female,arrive,44
2015,69,Всего по республике,male,arrive,37
2015,70,Всего по республике,both,arrive,64
2015,70,Всего по республике,female,arrive,36
2015,70,Всего по республике,male,arrive,28
2015,71,Всего по республике,both,arrive,29
2015,71,Всего по республике,female,arrive,21
2015,71,Всего по республике,male,arrive,8
2015,72,Всего по республике,both,arrive,47
2015,72,Всего по республике,female,arrive,28
2015,72,Всего по республике,male,arrive,19
2015,73,Всего по республике,both,arrive,80
2015,73,Всего по республике,female,arrive,47
2015,73,Всего по республике,male,arrive,33
2015,74,Всего по республике,both,arrive,88
2015,74,Всего по республике,female,arrive,50
2015,74,Всего по республике,male,arrive,38
2015,75,Всего по республике,both,arrive,124
2015,75,Всего по республике,female,arrive,77
2015,75,Всего по республике,male,arrive,47
2015,76,Всего по республике,both,arrive,119
2015,76,Всего по республике,female,arrive,80
2015,76,Всего по республике,male,arrive,39
2015,77,Всего по республике,both,arrive,79
2015,77,Всего по республике,female,arrive,67
2015,77,Всего по республике,male,arrive,12
2015,78,Всего по республике,both,arrive,73
2015,78,Всего по республике,female,arrive,54
2015,78,Всего по республике,male,arrive,19
2015,79,Всего по республике,both,arrive,85
2015,79,Всего по республике,female,arrive,57
2015,79,Всего по республике,male,arrive,28
2015,80,Всего по республике,both,arrive,544
2015,80,Всего по республике,female,arrive,446
2015,80,Всего по республике,male,arrive,98
2012,0,Всего по республике,both,depart,484
2012,0,Всего по республике,female,depart,241
2012,0,Всего по республике,male,depart,243
2012,1,Всего по республике,both,depart,618
2012,1,Всего по республике,female,depart,310
2012,1,Всего по республике,male,depart,308
2012,2,Всего по республике,both,depart,558
2012,2,Всего по республике,female,depart,286
2012,2,Всего по республике,male,depart,272
2012,3,Всего по республике,both,depart,475
2012,3,Всего по республике,female,depart,209
2012,3,Всего по республике,male,depart,266
2012,4,Всего по республике,both,depart,491
2012,4,Всего по республике,female,depart,234
2012,4,Всего по республике,male,depart,257
2012,5,Всего по республике,both,depart,402
2012,5,Всего по республике,female,depart,187
2012,5,Всего по республике,male,depart,215
2012,6,Всего по республике,both,depart,436
2012,6,Всего по республике,female,depart,214
2012,6,Всего по республике,male,depart,222
2012,7,Всего по республике,both,depart,386
2012,7,Всего по республике,female,depart,203
2012,7,Всего по республике,male,depart,183
2012,8,Всего по республике,both,depart,319
2012,8,Всего по республике,female,depart,167
2012,8,Всего по республике,male,depart,152
2012,9,Всего по республике,both,depart,358
2012,9,Всего по республике,female,depart,169
2012,9,Всего по республике,male,depart,189
2012,10,Всего по республике,both,depart,268
2012,10,Всего по республике,female,depart,143
2012,10,Всего по республике,male,depart,125
2012,11,Всего по республике,both,depart,236
2012,11,Всего по республике,female,depart,112
2012,11,Всего по республике,male,depart,124
2012,12,Всего по республике,both,depart,239
2012,12,Всего по республике,female,depart,107
2012,12,Всего по республике,male,depart,132
2012,13,Всего по республике,both,depart,216
2012,13,Всего по республике,female,depart,111
2012,13,Всего по республике,male,depart,105
2012,14,Всего по республике,both,depart,223
2012,14,Всего по республике,female,depart,110
2012,14,Всего по республике,male,depart,113
2012,15,Всего по республике,both,depart,428
2012,15,Всего по республике,female,depart,218
2012,15,Всего по республике,male,depart,210
2012,16,Всего по республике,both,depart,892
2012,16,Всего по республике,female,depart,461
2012,16,Всего по республике,male,depart,431
2012,17,Всего по республике,both,depart,1140
2012,17,Всего по республике,female,depart,627
2012,17,Всего по республике,male,depart,513
2012,18,Всего по республике,both,depart,1697
2012,18,Всего по республике,female,depart,979
2012,18,Всего по республике,male,depart,718
2012,19,Всего по республике,both,depart,1131
2012,19,Всего по республике,female,depart,699
2012,19,Всего по республике,male,depart,432
2012,20,Всего по республике,both,depart,1353
2012,20,Всего по республике,female,depart,801
2012,20,Всего по республике,male,depart,552
2012,21,Всего по республике,both,depart,1184
2012,21,Всего по республике,female,depart,687
2012,21,Всего по республике,male,depart,497
2012,22,Всего по республике,both,depart,1319
2012,22,Всего по республике,female,depart,791
2012,22,Всего по республике,male,depart,528
2012,23,Всего по республике,both,depart,1476
2012,23,Всего по республике,female,depart,877
2012,23,Всего по республике,male,depart,599
2012,24,Всего по республике,both,depart,1461
2012,24,Всего по республике,female,depart,847
2012,24,Всего по республике,male,depart,614
2012,25,Всего по республике,both,depart,1485
2012,25,Всего по республике,female,depart,903
2012,25,Всего по республике,male,depart,582
2012,26,Всего по республике,both,depart,1352
2012,26,Всего по республике,female,depart,810
2012,26,Всего по республике,male,depart,542
2012,27,Всего по республике,both,depart,1263
2012,27,Всего по республике,female,depart,738
2012,27,Всего по республике,male,depart,525
2012,28,Всего по республике,both,depart,1225
2012,28,Всего по республике,female,depart,700
2012,28,Всего по республике,male,depart,525
2012,29,Всего по республике,both,depart,1158
2012,29,Всего по республике,female,depart,638
2012,29,Всего по республике,male,depart,520
2012,30,Всего по республике,both,depart,988
2012,30,Всего по республике,female,depart,532
2012,30,Всего по республике,male,depart,456
2012,31,Всего по республике,both,depart,920
2012,31,Всего по республике,female,depart,501
2012,31,Всего по республике,male,depart,419
2012,32,Всего по республике,both,depart,793
2012,32,Всего по республике,female,depart,431
2012,32,Всего по республике,male,depart,362
2012,33,Всего по республике,both,depart,730
2012,33,Всего по республике,female,depart,391
2012,33,Всего по республике,male,depart,339
2012,34,Всего по республике,both,depart,681
2012,34,Всего по республике,female,depart,366
2012,34,Всего по республике,male,depart,315
2012,35,Всего по республике,both,depart,605
2012,35,Всего по республике,female,depart,291
2012,35,Всего по республике,male,depart,314
2012,36,Всего по республике,both,depart,506
2012,36,Всего по республике,female,depart,231
2012,36,Всего по республике,male,depart,275
2012,37,Всего по республике,both,depart,529
2012,37,Всего по республике,female,depart,247
2012,37,Всего по республике,male,depart,282
2012,38,Всего по республике,both,depart,432
2012,38,Всего по республике,female,depart,205
2012,38,Всего по республике,male,depart,227
2012,39,Всего по республике,both,depart,378
2012,39,Всего по республике,female,depart,184
2012,39,Всего по республике,male,depart,194
2012,40,Всего по республике,both,depart,365
2012,40,Всего по республике,female,depart,175
2012,40,Всего по республике,male,depart,190
2012,41,Всего по республике,both,depart,346
2012,41,Всего по республике,female,depart,164
2012,41,Всего по республике,male,depart,182
2012,42,Всего по республике,both,depart,332
2012,42,Всего по республике,female,depart,149
2012,42,Всего по республике,male,depart,183
2012,43,Всего по республике,both,depart,278
2012,43,Всего по республике,female,depart,133
2012,43,Всего по республике,male,depart,145
2012,44,Всего по республике,both,depart,277
2012,44,Всего по республике,female,depart,144
2012,44,Всего по республике,male,depart,133
2012,45,Всего по республике,both,depart,294
2012,45,Всего по республике,female,depart,130
2012,45,Всего по республике,male,depart,164
2012,46,Всего по республике,both,depart,237
2012,46,Всего по республике,female,depart,107
2012,46,Всего по республике,male,depart,130
2012,47,Всего по республике,both,depart,282
2012,47,Всего по республике,female,depart,130
2012,47,Всего по республике,male,depart,152
2012,48,Всего по республике,both,depart,293
2012,48,Всего по республике,female,depart,130
2012,48,Всего по республике,male,depart,163
2012,49,Всего по республике,both,depart,274
2012,49,Всего по республике,female,depart,142
2012,49,Всего по республике,male,depart,132
2012,50,Всего по республике,both,depart,283
2012,50,Всего по республике,female,depart,136
2012,50,Всего по республике,male,depart,147
2012,51,Всего по республике,both,depart,330
2012,51,Всего по республике,female,depart,159
2012,51,Всего по республике,male,depart,171
2012,52,Всего по республике,both,depart,288
2012,52,Всего по республике,female,depart,149
2012,52,Всего по республике,male,depart,139
2012,53,Всего по республике,both,depart,324
2012,53,Всего по республике,female,depart,175
2012,53,Всего по республике,male,depart,149
2012,54,Всего по республике,both,depart,274
2012,54,Всего по республике,female,depart,145
2012,54,Всего по республике,male,depart,129
2012,55,Всего по республике,both,depart,318
2012,55,Всего по республике,female,depart,177
2012,55,Всего по республике,male,depart,141
2012,56,Всего по республике,both,depart,273
2012,56,Всего по республике,female,depart,147
2012,56,Всего по республике,male,depart,126
2012,57,Всего по республике,both,depart,247
2012,57,Всего по республике,female,depart,135
2012,57,Всего по республике,male,depart,112
2012,58,Всего по республике,both,depart,264
2012,58,Всего по республике,female,depart,152
2012,58,Всего по республике,male,depart,112
2012,59,Всего по республике,both,depart,236
2012,59,Всего по республике,female,depart,135
2012,59,Всего по республике,male,depart,101
2012,60,Всего по республике,both,depart,269
2012,60,Всего по республике,female,depart,144
2012,60,Всего по республике,male,depart,125
2012,61,Всего по республике,both,depart,199
2012,61,Всего по республике,female,depart,107
2012,61,Всего по республике,male,depart,92
2012,62,Всего по республике,both,depart,200
2012,62,Всего по республике,female,depart,103
2012,62,Всего по республике,male,depart,97
2012,63,Всего по республике,both,depart,176
2012,63,Всего по республике,female,depart,94
2012,63,Всего по республике,male,depart,82
2012,64,Всего по республике,both,depart,140
2012,64,Всего по республике,female,depart,86
2012,64,Всего по республике,male,depart,54
2012,65,Всего по республике,both,depart,171
2012,65,Всего по республике,female,depart,93
2012,65,Всего по республике,male,depart,78
2012,66,Всего по республике,both,depart,78
2012,66,Всего по республике,female,depart,42
2012,66,Всего по республике,male,depart,36
2012,67,Всего по республике,both,depart,72
2012,67,Всего по республике,female,depart,40
2012,67,Всего по республике,male,depart,32
2012,68,Всего по республике,both,depart,43
2012,68,Всего по республике,female,depart,31
2012,68,Всего по республике,male,depart,12
2012,69,Всего по республике,both,depart,52
2012,69,Всего по республике,female,depart,26
2012,69,Всего по республике,male,depart,26
2012,70,Всего по республике,both,depart,89
2012,70,Всего по республике,female,depart,59
2012,70,Всего по республике,male,depart,30
2012,71,Всего по республике,both,depart,109
2012,71,Всего по республике,female,depart,70
2012,71,Всего по республике,male,depart,39
2012,72,Всего по республике,both,depart,123
2012,72,Всего по республике,female,depart,84
2012,72,Всего по республике,male,depart,39
2012,73,Всего по республике,both,depart,133
2012,73,Всего по республике,female,depart,92
2012,73,Всего по республике,male,depart,41
2012,74,Всего по республике,both,depart,85
2012,74,Всего по республике,female,depart,64
2012,74,Всего по республике,male,depart,21
2012,75,Всего по республике,both,depart,103
2012,75,Всего по республике,female,depart,71
2012,75,Всего по республике,male,depart,32
2012,76,Всего по республике,both,depart,83
2012,76,Всего по республике,female,depart,58
2012,76,Всего по республике,male,depart,25
2012,77,Всего по республике,both,depart,77
2012,77,Всего по республике,female,depart,58
2012,77,Всего по республике,male,depart,19
2012,78,Всего по республике,both,depart,57
2012,78,Всего по республике,female,depart,48
2012,78,Всего по республике,male,depart,9
2012,79,Всего по республике,both,depart,74
2012,79,Всего по республике,female,depart,53
2012,79,Всего по республике,male,depart,21
2012,80,Всего по республике,both,depart,569
2012,80,Всего по республике,female,depart,477
2012,80,Всего по республике,male,depart,92
2013,0,Всего по республике,both,depart,545
2013,0,Всего по республике,female,depart,289
2013,0,Всего по республике,male,depart,256
2013,1,Всего по республике,both,depart,753
2013,1,Всего по республике,female,depart,358
2013,1,Всего по республике,male,depart,395
2013,2,Всего по республике,both,depart,631
2013,2,Всего по республике,female,depart,296
2013,2,Всего по республике,male,depart,335
2013,3,Всего по республике,both,depart,591
2013,3,Всего по республике,female,depart,306
2013,3,Всего по республике,male,depart,285
2013,4,Всего по республике,both,depart,554
2013,4,Всего по республике,female,depart,274
2013,4,Всего по республике,male,depart,280
2013,5,Всего по республике,both,depart,483
2013,5,Всего по республике,female,depart,242
2013,5,Всего по республике,male,depart,241
2013,6,Всего по республике,both,depart,603
2013,6,Всего по республике,female,depart,298
2013,6,Всего по республике,male,depart,305
2013,7,Всего по республике,both,depart,502
2013,7,Всего по республике,female,depart,249
2013,7,Всего по республике,male,depart,253
2013,8,Всего по республике,both,depart,345
2013,8,Всего по республике,female,depart,151
2013,8,Всего по республике,male,depart,194
2013,9,Всего по республике,both,depart,368
2013,9,Всего по республике,female,depart,177
2013,9,Всего по республике,male,depart,191
2013,10,Всего по республике,both,depart,345
2013,10,Всего по республике,female,depart,169
2013,10,Всего по республике,male,depart,176
2013,11,Всего по республике,both,depart,311
2013,11,Всего по республике,female,depart,142
2013,11,Всего по республике,male,depart,169
2013,12,Всего по республике,both,depart,278
2013,12,Всего по республике,female,depart,126
2013,12,Всего по республике,male,depart,152
2013,13,Всего по республике,both,depart,267
2013,13,Всего по республике,female,depart,119
2013,13,Всего по республике,male,depart,148
2013,14,Всего по республике,both,depart,301
2013,14,Всего по республике,female,depart,146
2013,14,Всего по республике,male,depart,155
2013,15,Всего по республике,both,depart,548
2013,15,Всего по республике,female,depart,308
2013,15,Всего по республике,male,depart,240
2013,16,Всего по республике,both,depart,1216
2013,16,Всего по республике,female,depart,661
2013,16,Всего по республике,male,depart,555
2013,17,Всего по республике,both,depart,1271
2013,17,Всего по республике,female,depart,724
2013,17,Всего по республике,male,depart,547
2013,18,Всего по республике,both,depart,2187
2013,18,Всего по республике,female,depart,1281
2013,18,Всего по республике,male,depart,906
2013,19,Всего по республике,both,depart,1465
2013,19,Всего по республике,female,depart,893
2013,19,Всего по республике,male,depart,572
2013,20,Всего по республике,both,depart,1448
2013,20,Всего по республике,female,depart,913
2013,20,Всего по республике,male,depart,535
2013,21,Всего по республике,both,depart,1232
2013,21,Всего по республике,female,depart,750
2013,21,Всего по республике,male,depart,482
2013,22,Всего по республике,both,depart,1282
2013,22,Всего по республике,female,depart,786
2013,22,Всего по республике,male,depart,496
2013,23,Всего по республике,both,depart,1419
2013,23,Всего по республике,female,depart,865
2013,23,Всего по республике,male,depart,554
2013,24,Всего по республике,both,depart,1435
2013,24,Всего по республике,female,depart,887
2013,24,Всего по республике,male,depart,548
2013,25,Всего по республике,both,depart,1518
2013,25,Всего по республике,female,depart,908
2013,25,Всего по республике,male,depart,610
2013,26,Всего по республике,both,depart,1530
2013,26,Всего по республике,female,depart,938
2013,26,Всего по республике,male,depart,592
2013,27,Всего по республике,both,depart,1393
2013,27,Всего по республике,female,depart,771
2013,27,Всего по республике,male,depart,622
2013,28,Всего по республике,both,depart,1282
2013,28,Всего по республике,female,depart,752
2013,28,Всего по республике,male,depart,530
2013,29,Всего по республике,both,depart,1314
2013,29,Всего по республике,female,depart,736
2013,29,Всего по республике,male,depart,578
2013,30,Всего по республике,both,depart,1161
2013,30,Всего по республике,female,depart,644
2013,30,Всего по республике,male,depart,517
2013,31,Всего по республике,both,depart,988
2013,31,Всего по республике,female,depart,520
2013,31,Всего по республике,male,depart,468
2013,32,Всего по республике,both,depart,879
2013,32,Всего по республике,female,depart,473
2013,32,Всего по республике,male,depart,406
2013,33,Всего по республике,both,depart,904
2013,33,Всего по республике,female,depart,475
2013,33,Всего по республике,male,depart,429
2013,34,Всего по республике,both,depart,774
2013,34,Всего по республике,female,depart,409
2013,34,Всего по республике,male,depart,365
2013,35,Всего по республике,both,depart,681
2013,35,Всего по республике,female,depart,366
2013,35,Всего по республике,male,depart,315
2013,36,Всего по республике,both,depart,580
2013,36,Всего по республике,female,depart,307
2013,36,Всего по республике,male,depart,273
2013,37,Всего по республике,both,depart,609
2013,37,Всего по республике,female,depart,299
2013,37,Всего по республике,male,depart,310
2013,38,Всего по республике,both,depart,486
2013,38,Всего по республике,female,depart,241
2013,38,Всего по республике,male,depart,245
2013,39,Всего по республике,both,depart,460
2013,39,Всего по республике,female,depart,225
2013,39,Всего по республике,male,depart,235
2013,40,Всего по республике,both,depart,399
2013,40,Всего по республике,female,depart,181
2013,40,Всего по республике,male,depart,218
2013,41,Всего по республике,both,depart,363
2013,41,Всего по республике,female,depart,179
2013,41,Всего по республике,male,depart,184
2013,42,Всего по республике,both,depart,350
2013,42,Всего по республике,female,depart,166
2013,42,Всего по республике,male,depart,184
2013,43,Всего по республике,both,depart,303
2013,43,Всего по республике,female,depart,130
2013,43,Всего по республике,male,depart,173
2013,44,Всего по республике,both,depart,284
2013,44,Всего по республике,female,depart,136
2013,44,Всего по республике,male,depart,148
2013,45,Всего по республике,both,depart,299
2013,45,Всего по республике,female,depart,145
2013,45,Всего по республике,male,depart,154
2013,46,Всего по республике,both,depart,263
2013,46,Всего по республике,female,depart,128
2013,46,Всего по республике,male,depart,135
2013,47,Всего по республике,both,depart,273
2013,47,Всего по республике,female,depart,141
2013,47,Всего по республике,male,depart,132
2013,48,Всего по республике,both,depart,266
2013,48,Всего по республике,female,depart,131
2013,48,Всего по республике,male,depart,135
2013,49,Всего по республике,both,depart,286
2013,49,Всего по республике,female,depart,144
2013,49,Всего по республике,male,depart,142
2013,50,Всего по республике,both,depart,288
2013,50,Всего по республике,female,depart,141
2013,50,Всего по республике,male,depart,147
2013,51,Всего по республике,both,depart,288
2013,51,Всего по республике,female,depart,147
2013,51,Всего по республике,male,depart,141
2013,52,Всего по республике,both,depart,325
2013,52,Всего по республике,female,depart,170
2013,52,Всего по республике,male,depart,155
2013,53,Всего по республике,both,depart,339
2013,53,Всего по республике,female,depart,171
2013,53,Всего по республике,male,depart,168
2013,54,Всего по республике,both,depart,309
2013,54,Всего по республике,female,depart,162
2013,54,Всего по республике,male,depart,147
2013,55,Всего по республике,both,depart,324
2013,55,Всего по республике,female,depart,168
2013,55,Всего по республике,male,depart,156
2013,56,Всего по республике,both,depart,260
2013,56,Всего по республике,female,depart,150
2013,56,Всего по республике,male,depart,110
2013,57,Всего по республике,both,depart,259
2013,57,Всего по республике,female,depart,125
2013,57,Всего по республике,male,depart,134
2013,58,Всего по республике,both,depart,277
2013,58,Всего по республике,female,depart,165
2013,58,Всего по республике,male,depart,112
2013,59,Всего по республике,both,depart,239
2013,59,Всего по республике,female,depart,122
2013,59,Всего по республике,male,depart,117
2013,60,Всего по республике,both,depart,236
2013,60,Всего по республике,female,depart,125
2013,60,Всего по республике,male,depart,111
2013,61,Всего по республике,both,depart,227
2013,61,Всего по республике,female,depart,128
2013,61,Всего по республике,male,depart,99
2013,62,Всего по республике,both,depart,198
2013,62,Всего по республике,female,depart,111
2013,62,Всего по республике,male,depart,87
2013,63,Всего по республике,both,depart,203
2013,63,Всего по республике,female,depart,106
2013,63,Всего по республике,male,depart,97
2013,64,Всего по республике,both,depart,178
2013,64,Всего по республике,female,depart,118
2013,64,Всего по республике,male,depart,60
2013,65,Всего по республике,both,depart,128
2013,65,Всего по республике,female,depart,78
2013,65,Всего по республике,male,depart,50
2013,66,Всего по республике,both,depart,148
2013,66,Всего по республике,female,depart,94
2013,66,Всего по республике,male,depart,54
2013,67,Всего по республике,both,depart,73
2013,67,Всего по республике,female,depart,39
2013,67,Всего по республике,male,depart,34
2013,68,Всего по республике,both,depart,64
2013,68,Всего по республике,female,depart,36
2013,68,Всего по республике,male,depart,28
2013,69,Всего по республике,both,depart,51
2013,69,Всего по республике,female,depart,35
2013,69,Всего по республике,male,depart,16
2013,70,Всего по республике,both,depart,48
2013,70,Всего по республике,female,depart,34
2013,70,Всего по республике,male,depart,14
2013,71,Всего по республике,both,depart,97
2013,71,Всего по республике,female,depart,75
2013,71,Всего по республике,male,depart,22
2013,72,Всего по республике,both,depart,95
2013,72,Всего по республике,female,depart,66
2013,72,Всего по республике,male,depart,29
2013,73,Всего по республике,both,depart,104
2013,73,Всего по республике,female,depart,63
2013,73,Всего по республике,male,depart,41
2013,74,Всего по республике,both,depart,109
2013,74,Всего по республике,female,depart,71
2013,74,Всего по республике,male,depart,38
2013,75,Всего по республике,both,depart,85
2013,75,Всего по республике,female,depart,59
2013,75,Всего по республике,male,depart,26
2013,76,Всего по республике,both,depart,114
2013,76,Всего по республике,female,depart,90
2013,76,Всего по республике,male,depart,24
2013,77,Всего по республике,both,depart,79
2013,77,Всего по республике,female,depart,56
2013,77,Всего по республике,male,depart,23
2013,78,Всего по республике,both,depart,68
2013,78,Всего по республике,female,depart,50
2013,78,Всего по республике,male,depart,18
2013,79,Всего по республике,both,depart,74
2013,79,Всего по республике,female,depart,52
2013,79,Всего по республике,male,depart,22
2013,80,Всего по республике,both,depart,571
2013,80,Всего по республике,female,depart,476
2013,80,Всего по республике,male,depart,95
2014,0,Всего по республике,both,depart,565
2014,0,Всего по республике,female,depart,286
2014,0,Всего по республике,male,depart,279
2014,1,Всего по республике,both,depart,758
2014,1,Всего по республике,female,depart,375
2014,1,Всего по республике,male,depart,383
2014,2,Всего по республике,both,depart,748
2014,2,Всего по республике,female,depart,369
2014,2,Всего по республике,male,depart,379
2014,3,Всего по республике,both,depart,583
2014,3,Всего по республике,female,depart,280
2014,3,Всего по республике,male,depart,303
2014,4,Всего по республике,both,depart,617
2014,4,Всего по республике,female,depart,303
2014,4,Всего по республике,male,depart,314
2014,5,Всего по республике,both,depart,524
2014,5,Всего по республике,female,depart,260
2014,5,Всего по республике,male,depart,264
2014,6,Всего по республике,both,depart,736
2014,6,Всего по республике,female,depart,366
2014,6,Всего по республике,male,depart,370
2014,7,Всего по республике,both,depart,558
2014,7,Всего по республике,female,depart,257
2014,7,Всего по республике,male,depart,301
2014,8,Всего по республике,both,depart,385
2014,8,Всего по республике,female,depart,191
2014,8,Всего по республике,male,depart,194
2014,9,Всего по республике,both,depart,379
2014,9,Всего по республике,female,depart,187
2014,9,Всего по республике,male,depart,192
2014,10,Всего по республике,both,depart,398
2014,10,Всего по республике,female,depart,196
2014,10,Всего по республике,male,depart,202
2014,11,Всего по республике,both,depart,295
2014,11,Всего по республике,female,depart,150
2014,11,Всего по республике,male,depart,145
2014,12,Всего по республике,both,depart,286
2014,12,Всего по республике,female,depart,130
2014,12,Всего по республике,male,depart,156
2014,13,Всего по республике,both,depart,264
2014,13,Всего по республике,female,depart,117
2014,13,Всего по республике,male,depart,147
2014,14,Всего по республике,both,depart,284
2014,14,Всего по республике,female,depart,149
2014,14,Всего по республике,male,depart,135
2014,15,Всего по республике,both,depart,617
2014,15,Всего по республике,female,depart,316
2014,15,Всего по республике,male,depart,301
2014,16,Всего по республике,both,depart,1728
2014,16,Всего по республике,female,depart,874
2014,16,Всего по республике,male,depart,854
2014,17,Всего по республике,both,depart,1654
2014,17,Всего по республике,female,depart,953
2014,17,Всего по республике,male,depart,701
2014,18,Всего по республике,both,depart,2582
2014,18,Всего по республике,female,depart,1554
2014,18,Всего по республике,male,depart,1028
2014,19,Всего по республике,both,depart,1534
2014,19,Всего по республике,female,depart,980
2014,19,Всего по республике,male,depart,554
2014,20,Всего по республике,both,depart,1517
2014,20,Всего по республике,female,depart,942
